1303887579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243064 1762210 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243640 2038725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243684 2038907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243692 2038913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243699 2038916 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243706 2038917 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243714 2038927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243722 2038941 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243783 2038990 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243800 2040739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243836 2040741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243847 2040741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243859 2040749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243872 2040749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243922 2040821 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243932 2040823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243939 2040829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243946 2040832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243952 2040839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243960 2040841 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243971 2040864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243979 2040904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243987 2040972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307243993 2042460 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244001 2042462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244011 2042650 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244019 2042651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244026 2042652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244033 2042726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244040 2042726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244047 2042765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244057 2042775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244064 2042777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244072 2042814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244084 2042865 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244091 2042870 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244099 2042878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244106 2043019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244120 2043140 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244135 2043171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244144 2043198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244154 2043220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244166 2043477 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244174 2043478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244180 2043480 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244187 2043481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244195 2043515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244202 2043547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244210 2043558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244217 2043580 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244224 2043594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244233 2043596 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244241 2043921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244248 2044001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244256 2044049 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244264 2044054 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244273 2044055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244281 2044056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244289 2045614 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244295 2045616 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244302 2045624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244311 2045627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244318 2045691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244327 2045731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244335 2045734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244341 2045749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244352 2046222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244359 2046222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244366 2046330 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244376 2046407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244383 2046494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244394 2046498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244403 2046574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244411 2046575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244419 2046576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244427 2046579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244434 2046635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244442 2046635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244449 2046865 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244457 2046896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244464 2046951 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244471 2046956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244480 2047124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244488 2047144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244495 2047299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244502 2047302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244509 2047304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244517 2047417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244524 2047430 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244532 2047496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244541 2047501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244551 2047518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244558 2047545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244565 2047546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244574 2047575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244583 2047711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244592 2047754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244600 2047850 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244611 2048045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244617 2048051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244624 2048089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244631 2048122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1307244638 2048123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
